id1,id2
3094,14872
3094,19286
14872,19286
178,10929
178,11535
178,13183
178,18942
10929,11535
10929,13183
10929,18942
11535,13183
11535,18942
13183,18942
179,1275
180,1500
181,5969
181,11447
181,19165
5969,11447
5969,19165
11447,19165
182,6488
182,12627
6488,12627
184,6743
184,11870
184,19121
6743,11870
6743,19121
11870,19121
185,4901
185,10414
185,15133
4901,10414
4901,15133
10414,15133
188,11613
190,4805
190,4809
190,13101
4805,4809
4805,13101
4809,13101
192,3327
194,17387
195,561
195,3400
195,8936
561,3400
561,8936
3400,8936
198,5118
198,6416
198,8051
198,13209
5118,6416
5118,8051
5118,13209
6416,8051
6416,13209
8051,13209
200,12925
201,7558
202,6831
204,16953
205,1552
205,3695
205,16501
205,16993
1552,3695
1552,16501
1552,16993
3695,16501
3695,16993
16501,16993
206,6237
206,10711
206,17499
6237,10711
6237,17499
10711,17499
207,9990
208,7323
208,8534
208,10641
208,17994
7323,8534
7323,10641
7323,17994
8534,10641
8534,17994
10641,17994
209,1339
209,10559
209,19191
1339,10559
1339,19191
10559,19191
210,8791
210,15727
8791,15727
212,2392
212,13128
212,18620
2392,13128
2392,18620
13128,18620
213,4763
215,3200
215,12813
215,14236
215,16797
3200,12813
3200,14236
3200,16797
12813,14236
12813,16797
14236,16797
216,4708
216,10457
4708,10457
217,2151
218,3853
218,13988
3853,13988
219,12584
221,9143
222,12236
222,17428
12236,17428
224,17228
225,18940
228,12196
228,18366
12196,18366
230,7750
230,11151
230,13359
230,18624
7750,11151
7750,13359
7750,18624
11151,13359
11151,18624
13359,18624
231,1757
231,18072
1757,18072
232,7056
233,17997
234,14151
236,4562
236,5797
236,8364
236,10473
4562,5797
4562,8364
4562,10473
5797,8364
5797,10473
8364,10473
237,15764
237,18116
15764,18116
238,4941
238,7357
238,12303
4941,7357
4941,12303
7357,12303
239,1666
239,16963
239,17158
239,17162
1666,16963
1666,17158
1666,17162
16963,17158
16963,17162
17158,17162
240,6528
240,6758
240,12214
6528,6758
6528,12214
6758,12214
242,3340
242,16428
242,19224
3340,16428
3340,19224
16428,19224
244,4692
244,12481
244,14418
4692,12481
4692,14418
12481,14418
245,6282
246,9695
246,10618
246,16232
246,18716
9695,10618
9695,16232
9695,18716
10618,16232
10618,18716
16232,18716
247,12975
248,10797
249,13080
250,17285
251,2192
253,6922
253,11537
253,13781
253,18996
6922,11537
6922,13781
6922,18996
11537,13781
11537,18996
13781,18996
254,3874
254,4351
254,6604
254,13358
3874,4351
3874,6604
3874,13358
4351,6604
4351,13358
6604,13358
255,3456
255,7380
255,11712
255,12875
3456,7380
3456,11712
3456,12875
7380,11712
7380,12875
11712,12875
257,2555
257,16754
257,16808
2555,16754
2555,16808
16754,16808
258,16956
260,2789
261,7344
261,11705
261,15600
261,17506
7344,11705
7344,15600
7344,17506
11705,15600
11705,17506
15600,17506
265,8697
265,13492
265,14219
265,14668
8697,13492
8697,14219
8697,14668
13492,14219
13492,14668
14219,14668
266,17244
267,13780
268,2270
268,17526
2270,17526
269,4489
269,15258
4489,15258
270,355
270,5009
270,18858
355,5009
355,18858
5009,18858
271,712
271,2594
271,6790
271,17810
712,2594
712,6790
712,17810
2594,6790
2594,17810
6790,17810
272,4924
272,5054
272,15395
272,18191
4924,5054
4924,15395
4924,18191
5054,15395
5054,18191
15395,18191
273,3254
274,10223
274,12132
10223,12132
275,9985
276,3463
276,5073
276,7153
276,17024
3463,5073
3463,7153
3463,17024
5073,7153
5073,17024
7153,17024
277,8763
277,9146
277,12012
277,18392
8763,9146
8763,12012
8763,18392
9146,12012
9146,18392
12012,18392
278,7666
279,3234
279,8820
279,17012
279,18744
3234,8820
3234,17012
3234,18744
8820,17012
8820,18744
17012,18744
280,5429
281,1155
281,17749
1155,17749
283,2027
283,6662
283,8507
283,11505
2027,6662
2027,8507
2027,11505
6662,8507
6662,11505
8507,11505
284,5450
284,13032
284,14870
5450,13032
5450,14870
13032,14870
286,835
286,2708
286,8226
286,9256
835,2708
835,8226
835,9256
2708,8226
2708,9256
8226,9256
287,5590
287,7526
287,13381
287,17217
5590,7526
5590,13381
5590,17217
7526,13381
7526,17217
13381,17217
288,9181
288,11817
288,12821
288,15724
9181,11817
9181,12821
9181,15724
11817,12821
11817,15724
12821,15724
291,18649
292,15967
293,13886
293,17890
13886,17890
294,9651
294,11896
294,15626
9651,11896
9651,15626
11896,15626
296,10979
297,3497
297,8940
297,11641
297,15576
3497,8940
3497,11641
3497,15576
8940,11641
8940,15576
11641,15576
298,2848
298,17194
298,17803
2848,17194
2848,17803
17194,17803
301,4418
301,15440
4418,15440
303,18935
304,6180
304,14897
6180,14897
305,1497
305,15920
1497,15920
306,7273
307,6494
307,9873
307,18098
6494,9873
6494,18098
9873,18098
308,12602
308,15421
12602,15421
309,9914
310,3197
312,4552
312,5127
312,11585
312,18950
4552,5127
4552,11585
4552,18950
5127,11585
5127,18950
11585,18950
314,3613
316,5775
317,5199
317,11414
5199,11414
318,6059
318,12903
318,15052
318,15332
6059,12903
6059,15052
6059,15332
12903,15052
12903,15332
15052,15332
320,17520
322,7405
322,17615
7405,17615
323,11261
323,12530
11261,12530
324,6736
324,12743
324,19342
6736,12743
6736,19342
12743,19342
325,2155
325,14463
2155,14463
326,2051
327,8241
328,2313
328,4801
328,6203
328,18069
2313,4801
2313,6203
2313,18069
4801,6203
4801,18069
6203,18069
329,1369
329,2855
329,4759
329,8529
1369,2855
1369,4759
1369,8529
2855,4759
2855,8529
4759,8529
330,1010
330,1946
1010,1946
332,16157
333,6838
333,11798
6838,11798
334,6013
334,6823
334,7116
334,13185
6013,6823
6013,7116
6013,13185
6823,7116
6823,13185
7116,13185
335,8396
335,16937
335,17323
8396,16937
8396,17323
16937,17323
336,3204
338,9935
338,18157
9935,18157
339,399
339,6997
399,6997
340,2476
340,12507
340,17013
2476,12507
2476,17013
12507,17013
341,1626
341,7206
341,7329
341,18615
1626,7206
1626,7329
1626,18615
7206,7329
7206,18615
7329,18615
342,18715
343,8753
344,10136
345,8415
345,8777
345,12191
345,16496
8415,8777
8415,12191
8415,16496
8777,12191
8777,16496
12191,16496
347,7452
347,17191
7452,17191
348,16015
348,16970
16015,16970
350,12820
353,1242
354,9038
354,17882
354,18734
9038,17882
9038,18734
17882,18734
357,3251
358,5737
358,7896
358,11640
5737,7896
5737,11640
7896,11640
359,11643
360,19248
361,5645
361,11395
361,12204
361,12464
5645,11395
5645,12204
5645,12464
11395,12204
11395,12464
12204,12464
362,7575
363,3719
363,6804
363,7927
3719,6804
3719,7927
6804,7927
364,9169
365,5320
365,8572
365,17627
365,18269
5320,8572
5320,17627
5320,18269
8572,17627
8572,18269
17627,18269
366,15786
369,16077
371,7493
372,3139
372,3268
372,14016
3139,3268
3139,14016
3268,14016
374,12990
376,3137
376,13497
376,15224
376,15380
3137,13497
3137,15224
3137,15380
13497,15224
13497,15380
15224,15380
377,5966
377,9602
377,11992
377,16547
5966,9602
5966,11992
5966,16547
9602,11992
9602,16547
11992,16547
378,520
379,1555
380,3079
380,10488
380,12708
380,16126
3079,10488
3079,12708
3079,16126
10488,12708
10488,16126
12708,16126
381,9596
382,6329
384,7829
384,11404
7829,11404
386,7690
387,8722
387,14888
8722,14888
388,729
388,4325
729,4325
389,7255
389,14500
7255,14500
390,11785
392,1629
393,3136
393,12928
393,13762
3136,12928
3136,13762
12928,13762
394,10533
394,11353
10533,11353
396,5326
397,2592
398,9746
400,15483
400,16347
15483,16347
401,12524
403,4488
404,10500
404,14648
404,14830
404,18814
10500,14648
10500,14830
10500,18814
14648,14830
14648,18814
14830,18814
406,8132
407,11645
407,11818
11645,11818
408,3757
408,6954
408,9963
408,16391
3757,6954
3757,9963
3757,16391
6954,9963
6954,16391
9963,16391
409,10880
410,9472
410,11701
410,13446
410,17834
9472,11701
9472,13446
9472,17834
11701,13446
11701,17834
13446,17834
411,3241
411,8179
3241,8179
413,4903
413,5572
413,16246
4903,5572
4903,16246
5572,16246
414,7681
415,11036
415,17420
11036,17420
416,15830
417,6368
418,11323
420,11375
420,13755
11375,13755
422,992
422,1396
422,6008
992,1396
992,6008
1396,6008
423,9293
424,821
424,838
424,4790
424,10377
821,838
821,4790
821,10377
838,4790
838,10377
4790,10377
426,3146
426,8196
426,14457
3146,8196
3146,14457
8196,14457
427,1823
427,11441
427,19092
1823,11441
1823,19092
11441,19092
428,13290
428,14397
428,18097
13290,14397
13290,18097
14397,18097
429,18283
430,10799
432,12422
433,8992
433,15755
8992,15755
435,6860
436,5646
436,12786
436,18387
5646,12786
5646,18387
12786,18387
438,1876
438,1900
438,14686
1876,1900
1876,14686
1900,14686
440,8427
440,14768
440,17372
440,19019
8427,14768
8427,17372
8427,19019
14768,17372
14768,19019
17372,19019
442,17121
443,13854
443,18001
13854,18001
445,15694
448,6694
448,11095
448,19091
6694,11095
6694,19091
11095,19091
450,5279
450,6165
450,12623
450,13631
5279,6165
5279,12623
5279,13631
6165,12623
6165,13631
12623,13631
454,18151
455,12453
455,16099
12453,16099
457,9042
457,17651
9042,17651
459,608
460,14973
460,18060
460,18750
14973,18060
14973,18750
18060,18750
462,839
464,15654
466,5240
467,5955
467,11776
5955,11776
469,566
469,9507
469,16952
469,18999
566,9507
566,16952
566,18999
9507,16952
9507,18999
16952,18999
471,5608
473,2713
473,10129
473,14814
2713,10129
2713,14814
10129,14814
474,855
474,3538
474,5851
855,3538
855,5851
3538,5851
476,5884
476,7245
476,16764
5884,7245
5884,16764
7245,16764
477,6643
479,4726
480,11014
484,6964
484,12999
6964,12999
485,7242
486,8093
487,10726
489,1354
491,3122
491,8696
3122,8696
492,559
492,8167
492,14619
559,8167
559,14619
8167,14619
493,10175
494,9079
494,15797
9079,15797
495,10378
495,11851
10378,11851
496,10087
496,14166
10087,14166
497,16549
498,4963
498,9296
4963,9296
500,8603
500,9359
500,15898
500,17548
8603,9359
8603,15898
8603,17548
9359,15898
9359,17548
15898,17548
501,13459
501,17763
13459,17763
502,4046
502,10814
502,13887
4046,10814
4046,13887
10814,13887
505,8735
505,12604
8735,12604
506,7492
506,13536
7492,13536
507,7828
508,5466
510,15158
511,1208
511,14746
1208,14746
512,6684
513,948
513,1172
513,18965
513,19281
948,1172
948,18965
948,19281
1172,18965
1172,19281
18965,19281
514,19011
515,8881
516,2839
516,8380
516,16072
2839,8380
2839,16072
8380,16072
517,5050
517,15568
517,16796
5050,15568
5050,16796
15568,16796
518,1983
518,3725
518,7572
518,17316
1983,3725
1983,7572
1983,17316
3725,7572
3725,17316
7572,17316
519,868
519,6923
868,6923
521,12042
521,15818
12042,15818
522,1411
522,2797
522,11982
522,18842
1411,2797
1411,11982
1411,18842
2797,11982
2797,18842
11982,18842
523,4657
523,11026
523,12298
523,13239
4657,11026
4657,12298
4657,13239
11026,12298
11026,13239
12298,13239
524,13929
525,12076
525,15787
12076,15787
526,3298
526,10774
3298,10774
527,2653
527,11332
527,11580
527,15804
2653,11332
2653,11580
2653,15804
11332,11580
11332,15804
11580,15804
528,1013
529,842
529,11034
529,12078
529,13998
842,11034
842,12078
842,13998
11034,12078
11034,13998
12078,13998
530,1302
530,8734
1302,8734
532,5353
532,14303
532,15398
5353,14303
5353,15398
14303,15398
534,1990
534,2747
534,12972
1990,2747
1990,12972
2747,12972
535,14862
536,1471
536,10433
1471,10433
539,10961
539,14594
539,19278
10961,14594
10961,19278
14594,19278
540,4421
540,6048
540,15930
540,18601
4421,6048
4421,15930
4421,18601
6048,15930
6048,18601
15930,18601
542,882
542,7132
542,10455
882,7132
882,10455
7132,10455
543,4841
543,7001
4841,7001
544,5812
544,8838
544,14596
544,15566
5812,8838
5812,14596
5812,15566
8838,14596
8838,15566
14596,15566
545,3338
545,11405
3338,11405
548,7513
548,14461
548,18545
7513,14461
7513,18545
14461,18545
549,1793
549,15802
1793,15802
550,6799
550,16274
6799,16274
551,8371
551,12829
551,13433
8371,12829
8371,13433
12829,13433
552,13518
554,2418
555,3333
555,13440
3333,13440
556,6456
556,11862
6456,11862
557,15124
558,6663
558,11009
558,12018
558,12058
6663,11009
6663,12018
6663,12058
11009,12018
11009,12058
12018,12058
560,2354
560,3389
2354,3389
562,1295
563,1826
563,8088
563,11999
563,18839
1826,8088
1826,11999
1826,18839
8088,11999
8088,18839
11999,18839
567,7037
568,6057
568,16661
6057,16661
569,16827
571,2783
571,9032
2783,9032
572,4710
572,4737
572,7738
4710,4737
4710,7738
4737,7738
573,3608
573,18912
3608,18912
574,12702
575,12431
576,5207
576,5295
5207,5295
577,6362
577,15585
6362,15585
578,5771
579,5637
579,12205
579,13163
579,18786
5637,12205
5637,13163
5637,18786
12205,13163
12205,18786
13163,18786
582,5442
583,2850
583,9977
583,13985
583,14245
2850,9977
2850,13985
2850,14245
9977,13985
9977,14245
13985,14245
587,4021
587,5568
587,17280
587,19318
4021,5568
4021,17280
4021,19318
5568,17280
5568,19318
17280,19318
590,8902
590,11438
590,14771
8902,11438
8902,14771
11438,14771
592,11933
592,12471
592,13618
11933,12471
11933,13618
12471,13618
593,2898
594,6376
594,14330
594,15121
594,17543
6376,14330
6376,15121
6376,17543
14330,15121
14330,17543
15121,17543
595,9440
596,13479
597,2642
597,4634
597,4718
597,17331
2642,4634
2642,4718
2642,17331
4634,4718
4634,17331
4718,17331
599,2135
599,17956
599,19063
2135,17956
2135,19063
17956,19063
600,6029
600,12504
6029,12504
601,1454
601,6143
1454,6143
603,6106
603,6965
6106,6965
605,11490
605,15775
11490,15775
606,6365
606,7608
606,7671
6365,7608
6365,7671
7608,7671
607,10914
610,10825
610,14213
10825,14213
613,3358
613,4253
613,9016
3358,4253
3358,9016
4253,9016
614,11742
616,4892
616,5892
616,10348
616,10416
4892,5892
4892,10348
4892,10416
5892,10348
5892,10416
10348,10416
617,4374
617,4947
4374,4947
620,3947
620,12923
620,15104
620,18722
3947,12923
3947,15104
3947,18722
12923,15104
12923,18722
15104,18722
621,17072
621,17474
17072,17474
623,8841
623,10219
623,17479
8841,10219
8841,17479
10219,17479
624,12199
624,12585
624,16778
624,17556
12199,12585
12199,16778
12199,17556
12585,16778
12585,17556
16778,17556
626,17544
627,18209
631,10120
631,11003
10120,11003
633,4095
633,9024
633,14839
633,17117
4095,9024
4095,14839
4095,17117
9024,14839
9024,17117
14839,17117
634,8325
638,4310
639,9996
640,4661
640,10737
640,11807
640,17203
4661,10737
4661,11807
4661,17203
10737,11807
10737,17203
11807,17203
641,5726
641,7819
641,9069
5726,7819
5726,9069
7819,9069
642,1233
643,11963
645,2204
645,11486
2204,11486
646,2714
646,7384
646,14392
2714,7384
2714,14392
7384,14392
647,1646
647,18372
1646,18372
648,17991
651,9320
651,9737
9320,9737
654,7904
654,8925
654,14387
654,17516
7904,8925
7904,14387
7904,17516
8925,14387
8925,17516
14387,17516
655,7021
655,13253
655,16908
7021,13253
7021,16908
13253,16908
656,1958
656,7310
656,9163
656,19295
1958,7310
1958,9163
1958,19295
7310,9163
7310,19295
9163,19295
657,12240
659,1488
659,15792
1488,15792
660,5716
661,906
661,1699
661,7429
661,7972
906,1699
906,7429
906,7972
1699,7429
1699,7972
7429,7972
662,3048
662,3598
662,16201
3048,3598
3048,16201
3598,16201
664,1144
664,17586
1144,17586
665,10865
666,2575
666,17709
2575,17709
667,7811
670,7806
670,10363
7806,10363
671,858
671,1290
671,4674
858,1290
858,4674
1290,4674
672,6364
672,16344
6364,16344
673,3293
673,10918
673,15162
673,19218
3293,10918
3293,15162
3293,19218
10918,15162
10918,19218
15162,19218
674,4429
675,3805
675,4734
3805,4734
676,12050
677,6952
677,13072
6952,13072
678,1288
678,10901
678,11512
678,13485
1288,10901
1288,11512
1288,13485
10901,11512
10901,13485
11512,13485
680,8137
680,13882
680,15489
8137,13882
8137,15489
13882,15489
681,11267
681,12134
681,17134
11267,12134
11267,17134
12134,17134
682,6295
684,6014
686,1797
686,7338
1797,7338
687,10695
687,11320
10695,11320
689,8224
689,16568
8224,16568
690,9236
690,17670
690,17673
9236,17670
9236,17673
17670,17673
695,899
695,8373
695,15683
899,8373
899,15683
8373,15683
698,7906
698,18397
7906,18397
702,6377
702,7424
702,15465
6377,7424
6377,15465
7424,15465
703,18587
704,3115
704,6483
704,15502
704,18461
3115,6483
3115,15502
3115,18461
6483,15502
6483,18461
15502,18461
705,2876
705,6098
705,8423
705,19096
2876,6098
2876,8423
2876,19096
6098,8423
6098,19096
8423,19096
706,4694
706,10460
4694,10460
707,5886
707,14617
707,19037
5886,14617
5886,19037
14617,19037
708,1854
709,9318
710,18193
711,6053
711,13197
711,16090
711,18088
6053,13197
6053,16090
6053,18088
13197,16090
13197,18088
16090,18088
714,746
714,1658
714,9002
714,19010
746,1658
746,9002
746,19010
1658,9002
1658,19010
9002,19010
716,6317
716,15703
6317,15703
718,3042
718,15266
3042,15266
719,2322
719,5359
719,8977
719,16526
2322,5359
2322,8977
2322,16526
5359,8977
5359,16526
8977,16526
720,9517
720,13968
9517,13968
723,16151
723,17278
723,18864
16151,17278
16151,18864
17278,18864
724,8293
725,10176
726,3125
726,8783
726,13701
726,17064
3125,8783
3125,13701
3125,17064
8783,13701
8783,17064
13701,17064
727,13529
730,10628
731,7127
733,3664
733,11209
733,17318
3664,11209
3664,17318
11209,17318
734,3633
734,12038
3633,12038
735,2521
735,9458
735,11924
735,18200
2521,9458
2521,11924
2521,18200
9458,11924
9458,18200
11924,18200
736,3802
736,10076
736,16007
3802,10076
3802,16007
10076,16007
737,8030
737,15495
737,16000
737,18433
8030,15495
8030,16000
8030,18433
15495,16000
15495,18433
16000,18433
739,2775
739,15506
2775,15506
740,1469
740,2429
740,12249
740,18638
1469,2429
1469,12249
1469,18638
2429,12249
2429,18638
12249,18638
741,18652
742,1660
742,7355
742,14574
742,15609
1660,7355
1660,14574
1660,15609
7355,14574
7355,15609
14574,15609
743,2840
744,11251
747,4009
747,6148
747,15426
747,16115
4009,6148
4009,15426
4009,16115
6148,15426
6148,16115
15426,16115
749,8616
749,13769
749,17606
8616,13769
8616,17606
13769,17606
750,1041
750,1741
750,5776
750,16114
1041,1741
1041,5776
1041,16114
1741,5776
1741,16114
5776,16114
751,2246
751,2275
751,7869
751,14489
2246,2275
2246,7869
2246,14489
2275,7869
2275,14489
7869,14489
752,4502
752,7125
752,7318
752,15582
4502,7125
4502,7318
4502,15582
7125,7318
7125,15582
7318,15582
753,3920
753,10721
3920,10721
754,10665
758,11112
760,3029
760,4681
760,8043
3029,4681
3029,8043
4681,8043
761,4975
761,12004
4975,12004
762,16437
763,8935
765,1617
765,13184
765,15076
1617,13184
1617,15076
13184,15076
767,3758
767,5769
767,8018
767,11823
3758,5769
3758,8018
3758,11823
5769,8018
5769,11823
8018,11823
768,1943
768,12220
768,15392
1943,12220
1943,15392
12220,15392
770,5088
770,16438
5088,16438
771,14964
772,6555
772,8898
772,12048
6555,8898
6555,12048
8898,12048
773,3072
773,3112
773,7674
773,10767
3072,3112
3072,7674
3072,10767
3112,7674
3112,10767
7674,10767
774,16756
775,9704
775,11858
9704,11858
776,7346
776,15696
776,15743
776,18780
7346,15696
7346,15743
7346,18780
15696,15743
15696,18780
15743,18780
777,10668
778,6318
779,9498
780,5755
781,4573
781,14828
4573,14828
782,2282
782,8906
782,12432
782,18018
2282,8906
2282,12432
2282,18018
8906,12432
8906,18018
12432,18018
784,2173
784,8833
784,10022
784,19361
2173,8833
2173,10022
2173,19361
8833,10022
8833,19361
10022,19361
785,1100
785,8315
785,11985
785,17097
1100,8315
1100,11985
1100,17097
8315,11985
8315,17097
11985,17097
786,16004
787,3403
787,18987
3403,18987
788,6497
788,16236
788,16591
788,17573
6497,16236
6497,16591
6497,17573
16236,16591
16236,17573
16591,17573
790,3791
791,2004
791,12641
2004,12641
792,2183
792,15994
792,19159
2183,15994
2183,19159
15994,19159
793,17846
794,5114
794,12736
794,14105
794,18455
5114,12736
5114,14105
5114,18455
12736,14105
12736,18455
14105,18455
795,13542
797,10453
797,17509
10453,17509
798,2744
798,5208
798,10793
798,19059
2744,5208
2744,10793
2744,19059
5208,10793
5208,19059
10793,19059
799,1388
799,10132
1388,10132
800,19309
801,11890
801,15335
801,16385
11890,15335
11890,16385
15335,16385
802,8091
804,11880
805,7809
808,5862
810,13425
812,7350
812,14055
7350,14055
814,928
815,10909
815,14801
815,17411
815,18564
10909,14801
10909,17411
10909,18564
14801,17411
14801,18564
17411,18564
816,1378
816,3944
816,13136
1378,3944
1378,13136
3944,13136
817,18021
818,8826
818,11354
8826,11354
819,12258
820,3490
820,9468
3490,9468
822,8113
823,6942
823,9923
6942,9923
824,3825
824,5520
824,10241
824,17130
3825,5520
3825,10241
3825,17130
5520,10241
5520,17130
10241,17130
825,8268
825,15970
8268,15970
826,8948
826,11298
826,13340
826,16392
8948,11298
8948,13340
8948,16392
11298,13340
11298,16392
13340,16392
827,19289
828,6159
829,2570
829,9974
829,11540
829,12671
2570,9974
2570,11540
2570,12671
9974,11540
9974,12671
11540,12671
830,6046
830,11881
830,18003
6046,11881
6046,18003
11881,18003
831,2367
831,2433
831,8133
831,13000
2367,2433
2367,8133
2367,13000
2433,8133
2433,13000
8133,13000
832,9061
834,2291
834,3697
834,10869
2291,3697
2291,10869
3697,10869
837,11278
840,5148
840,9205
840,13508
5148,9205
5148,13508
9205,13508
841,7583
843,4287
